Series Name,Series Code,Country Name,Country Code,population
Male population 20-24,SP.POP.2024.MA,Sub-Saharan Africa (IDA & IBRD countries),TSS,33346576
Male population 20-24,SP.POP.2024.MA,Sudan,SDN,1354129
Male population 20-24,SP.POP.2024.MA,Suriname,SUR,20441
Male population 20-24,SP.POP.2024.MA,Swaziland,SWZ,52740
Male population 20-24,SP.POP.2024.MA,Sweden,SWE,262199
Male population 20-24,SP.POP.2024.MA,Switzerland,CHE,218687
Male population 20-24,SP.POP.2024.MA,Syrian Arab Republic,SYR,928036
Male population 20-24,SP.POP.2024.MA,Tajikistan,TJK,311821
Male population 20-24,SP.POP.2024.MA,Tanzania,TZA,1698237
Male population 20-24,SP.POP.2024.MA,Thailand,THA,2706311
Male population 20-24,SP.POP.2024.MA,Timor-Leste,TLS,37169
Male population 20-24,SP.POP.2024.MA,Togo,TGO,259972
Male population 20-24,SP.POP.2024.MA,Tonga,TON,4892
Male population 20-24,SP.POP.2024.MA,Trinidad and Tobago,TTO,64987
Male population 20-24,SP.POP.2024.MA,Tunisia,TUN,489985
Male population 20-24,SP.POP.2024.MA,Turkey,TUR,3129820
Male population 20-24,SP.POP.2024.MA,Turkmenistan,TKM,221951
Male population 20-24,SP.POP.2024.MA,Turks and Caicos Islands,TCA,..
Male population 20-24,SP.POP.2024.MA,Tuvalu,TUV,..
Male population 20-24,SP.POP.2024.MA,Uganda,UGA,1193546
Male population 20-24,SP.POP.2024.MA,Ukraine,UKR,1895010
Male population 20-24,SP.POP.2024.MA,United Arab Emirates,ARE,281150
Male population 20-24,SP.POP.2024.MA,United Kingdom,GBR,1866837
Male population 20-24,SP.POP.2024.MA,United States,USA,10131437
Male population 20-24,SP.POP.2024.MA,Upper middle income,UMC,98317443
Male population 20-24,SP.POP.2024.MA,Uruguay,URY,126834
Male population 20-24,SP.POP.2024.MA,Uzbekistan,UZB,1224891
Male population 20-24,SP.POP.2024.MA,Vanuatu,VUT,9501
Male population 20-24,SP.POP.2024.MA,"Venezuela, RB",VEN,1195887
Male population 20-24,SP.POP.2024.MA,Vietnam,VNM,3917800
Male population 20-24,SP.POP.2024.MA,Virgin Islands (U.S.),VIR,3381
Male population 20-24,SP.POP.2024.MA,West Bank and Gaza,PSE,142500
Male population 20-24,SP.POP.2024.MA,World,WLD,275067797
Male population 20-24,SP.POP.2024.MA,"Yemen, Rep.",YEM,924645
Male population 20-24,SP.POP.2024.MA,Zambia,ZMB,546776
Male population 20-24,SP.POP.2024.MA,Zimbabwe,ZWE,685335
,,,,
,,,,
,,,,
Data from database: Health Nutrition and Population Statistics,,,,
Last Updated: 12/18/2017,,,,
